Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_PREFER4444;DTX_NOSYSCACHE;DTX_SECTIONSFIXED;DTX_MIPSALLOCED;DTX_PREFER16BIT;DTX_FULLBRITE;DTX_LUMBUMPMAP;DTX_BUMPMAP;DTX_CUBEMAP;DTX_32BITSYSCOPY;DTX_PREFER5551;Unknown;Surface Flag;Texture Group;BPP;Non S3TC Offset;UI Mipmap Offset;Texture Priority;Detail Scale;Detail Angle;Command String;Light String
TEX\OBJECTS\OBJ02\OBJ0055.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0056.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0057.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0058.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0059.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0060.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0061.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0062.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0063.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0064.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0065.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0067.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ02\OBJ0068.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ02\OBJ0069.DTX;0;DTX_VERSION_LT2;64;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ02\OBJ0073.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ02\OBJ0074.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ02\OBJ0075.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ02\OBJ0076.DTX;0;DTX_VERSION_LT2;64;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0077.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0078.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0079.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0080.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0081.DTX;0;DTX_VERSION_LT2;64;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0083.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0088.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ02\OBJ0089.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ02\OBJ0090.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ02\OBJ0093.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ02\OBJ0094.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ02\OBJ0095.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ02\OBJ0096.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ02\OBJ0097.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ02\OBJ0098.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ03\OBJ0101.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ03\OBJ0102.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ03\OBJ0103.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ03\OBJ0105.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ03\OBJ0107.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ03\OBJ0108.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0109.DTX;0;DTX_VERSION_LT2;32;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0112.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0114.DTX;0;DTX_VERSION_LT2;64;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0115.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0117.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap011.dtx;
TEX\OBJECTS\OBJ03\OBJ0118.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ03\OBJ0119.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ03\OBJ0120.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;0;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ03\OBJ0121.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ03\OBJ0122.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ03\OBJ0123.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\OBJECTS\OBJ03\OBJ0124.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100100000000;;;DTX_SECTIONSFIXED ;;;DTX_FULLBRITE ;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0125.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100100000000;;;DTX_SECTIONSFIXED ;;;DTX_FULLBRITE ;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0126.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100100000000;;;DTX_SECTIONSFIXED ;;;DTX_FULLBRITE ;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0127.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100100000000;;;DTX_SECTIONSFIXED ;;;DTX_FULLBRITE ;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0128.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0129.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0130.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0133.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0134.DTX;0;DTX_VERSION_LT2;256;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0135.DTX;0;DTX_VERSION_LT2;64;16;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0136.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ03\OBJ0137.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0138.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0139.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0140.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0142.DTX;0;DTX_VERSION_LT2;32;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0143.DTX;0;DTX_VERSION_LT2;64;128;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;20;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0148.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;80;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0149.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ03\OBJ0150.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0151.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0152.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0153.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0154.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0155.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0156.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0157.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0158.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0159.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0160.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0161.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0162.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0163.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0164.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0165.DTX;0;DTX_VERSION_LT2;128;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0166.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0167.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0168.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0169.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0170.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0172.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0173.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0174.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0176.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;80;1;BPP_S3TC_DXT1;0;0;0;0.0;0;Detailtex Tex\DetailTex\Dtl0004.dtx;
TEX\OBJECTS\OBJ04\OBJ0178.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
TEX\OBJECTS\OBJ04\OBJ0179.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;8;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0001.dtx;
