Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_PREFER4444;DTX_NOSYSCACHE;DTX_SECTIONSFIXED;DTX_MIPSALLOCED;DTX_PREFER16BIT;DTX_FULLBRITE;DTX_LUMBUMPMAP;DTX_BUMPMAP;DTX_CUBEMAP;DTX_32BITSYSCOPY;DTX_PREFER5551;Unknown;Surface Flag;Texture Group;BPP;Non S3TC Offset;UI Mipmap Offset;Texture Priority;Detail Scale;Detail Angle;Command String;Light String
CHARS\SKINS\HERO_SCUBA.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\HERO_SCUBA_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\HERO_UNDERCOVER2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\HERO_UNDERCOVER2_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\HERO_WINTER.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\HERO_WINTER_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\INTHERO_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\INTHERO_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MAID_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MAID_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_CASUAL.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_CASUAL_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_CASUAL_STYLE2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_LOWRANK.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_LOWRANK_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE4.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE4_DUMMY.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;4;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE4_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE4_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE4_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE5.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE5_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_ARABBLUE.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_ARABBROWND.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_ARABBROWNL.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_ARABGRAY.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_ARABGREEN.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_ARABPLUM.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_ARABSTRIPE.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_ARABWHITE.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE6_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE7.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_STYLE7_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_WINTER.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_WINTER_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MALEBYSTANDER_WINTER_STYLE3.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MENTOR_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MENTOR_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MOROCCANAGENT_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MOROCCANAGENT_ACTION_GREY.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\MOROCCANAGENT_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\MOROCCANAGENT_ACTION_RED.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\OVERCOATAGENT_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\OVERCOATAGENT_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\OVERCOATAGENT_ACTION_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\OVERCOATAGENT_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\OVERCOATAGENT_STYLE2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\OVERCOATAGENT_STYLE2_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\OVERCOATAGENT_STYLE2_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\OVERCOATAGENT_STYLE2_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PARATROOPER_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PARATROOPER_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PARTNER_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PARTNER_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PARTNER_ACTION_HEADBAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PARTNER_ACTION_SHIRT2.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PARTNER_STYLE2.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PARTNER_STYLE2_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PLAYER_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PLAYER_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PLAYER_CASUAL.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PLAYER_CASUAL_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PLAYER_SCUBA.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PLAYER_SCUBA_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PLAYER_UNDERCOVER2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PLAYER_UNDERCOVER2_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\PLAYER_WINTER.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\PLAYER_WINTER_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\POODLE_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_8P;0;0;0;0.0;0;;
CHARS\SKINS\RUSSIAN_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT5;0;0;0;0.0;0;;
CHARS\SKINS\RUSSIAN_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\SCOTSMAN_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\SCOTSMAN_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\SHARK_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\SHARK_CASUAL.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\STASIGUARD_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\STASIGUARD_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\STASIGUARD_ACTION_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\STASIGUARD_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\SUBGUARD_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\SUBGUARD_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\SUBGUARD_ACTION_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\SUBGUARD_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\UNITYAGENT_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT5;0;0;0;0.0;0;;
CHARS\SKINS\UNITYAGENT_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT5;0;0;0;0.0;0;;
CHARS\SKINS\UNITYCOUNCIL_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\UNITYCOUNCIL_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\UNITYCOUNCIL_STYLE2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\UNITYCOUNCIL_STYLE2_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\UNITYCOUNCIL_STYLE3.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\UNITYCOUNCIL_STYLE3_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\WINTERGUARD_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\WINTERGUARD_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\WINTERGUARD_STYLE2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\WINTERGUARD_STYLE2_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\WINTERGUARD_STYLE2_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\WINTERGUARD_STYLE2_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\WORKGUARD_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\WORKGUARD_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\WORKGUARD_ACTION_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\WORKGUARD_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
GUNS\PROJECTILES\SKINS\BOLT.DTX;0;DTX_VERSION_LT2;64;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;90;0;BPP_32;0;0;0;0.0;0;;
GUNS\PROJECTILES\SKINS\LIPTIMED.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;73;0;BPP_8P;0;0;0;0.0;0;;
GUNS\PROJECTILES\SKINS\ROCKET.DTX;0;DTX_VERSION_LT2;128;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;5;BPP_32;0;0;0;0.0;0;;
GUNS\PROJECTILES\SKINS\SPEAR.DTX;0;DTX_VERSION_LT2;32;32;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_32;0;0;0;0.0;0;;
GUNS\SKINS_HH\AK47_HH.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;3;BPP_8P;0;0;0;0.0;0;;
GUNS\SKINS_HH\ATOMLASER_HH.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;3;BPP_32;0;0;0;0.0;0;;
GUNS\SKINS_HH\BARRET_HH.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;90;3;BPP_8P;0;0;0;0.0;0;;
